dataset,column,display_name,category,role,split_type,split_value,data_type,unit,definition
picks_offense,handler_foul_pct,Ball Handler - Foul Drawn %,Outcome,Ball Handler,,,float,ratio 0-1,Share of picks as the ball handler using the on-ball screen where the player drew a foul. Denominator: total picks in the split.
picks_offense,handler_block_pct,Ball Handler - Blocked %,Outcome,Ball Handler,,,float,ratio 0-1,Share of picks as the ball handler using the on-ball screen where the player's shot was blocked. Denominator: total picks in the split.
picks_offense,handler_fg2_pct_vs_over,Ball Handler - 2PT% (vs Over),Shooting,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Two-point field goal percentage on the player's own shots out of picks as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: score_2pt + miss_2pt."
picks_offense,handler_fg3_pct_vs_over,Ball Handler - 3PT% (vs Over),Shooting,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Three-point field goal percentage on the player's own shots out of picks as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: score_3pt + miss_3pt."
picks_offense,handler_shot_rate_2pt_vs_over,Ball Handler - 2PT Shot Rate (vs Over),Shooting,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Share of the player's shots out of picks as the ball handler using the on-ball screen that were two-pointers, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: shot_taken."
picks_offense,handler_shot_rate_3pt_vs_over,Ball Handler - 3PT Shot Rate (vs Over),Shooting,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Share of the player's shots out of picks as the ball handler using the on-ball screen that were three-pointers, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: shot_taken."
picks_offense,handler_successful_pick_pct_vs_over,Ball Handler - Successful Pick % (vs Over),Efficiency,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Share of classified picks as the ball handler using the on-ball screen that were successful, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: successful_pick + unsuccessful_pick, i.e. picks with a success flag only."
picks_offense,handler_unsuccessful_pick_pct_vs_over,Ball Handler - Unsuccessful Pick % (vs Over),Efficiency,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Share of classified picks as the ball handler using the on-ball screen that were unsuccessful, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: successful_pick + unsuccessful_pick."
picks_offense,handler_assist_opportunity_pct_vs_over,Ball Handler - Assist Opportunity % (vs Over),Playmaking,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen that produced an assist opportunity, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: total picks in the split."
picks_offense,handler_assist_2pt_pct_vs_over,Ball Handler - Assists to 2PT % (vs Over),Playmaking,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Assists leading to a two-pointer per pick as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_assist_3pt_pct_vs_over,Ball Handler - Assists to 3PT % (vs Over),Playmaking,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Assists leading to a three-pointer per pick as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_assist_to_screener_pct_vs_over,Ball Handler - Assists to Screener % (vs Over),Playmaking,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Assists delivered to the screener per pick as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_assist_to_other_pct_vs_over,Ball Handler - Assists to Others % (vs Over),Playmaking,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Assists delivered to a non-screener teammate per pick as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_pass_to_screener_pct_vs_over,Ball Handler - Passes to Screener % (vs Over),Playmaking,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Passes delivered to the screener per pick as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: total picks in the split, not total passes."
picks_offense,handler_pass_to_other_pct_vs_over,Ball Handler - Passes to Others % (vs Over),Playmaking,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Passes delivered to a non-screener teammate per pick as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: total picks in the split, not total passes."
picks_offense,handler_shot_taken_pct_vs_over,Ball Handler - Shot Rate (vs Over),Outcome,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen that ended with a shot by the player himself, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: total picks in the split."
picks_offense,handler_only_pass_pick_pct_vs_over,Ball Handler - Pass-Only Pick % (vs Over),Outcome,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen where the player only passed out of the action, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: total picks in the split."
picks_offense,handler_no_outcome_pick_pct_vs_over,Ball Handler - No-Outcome Pick % (vs Over),Outcome,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen with no direct outcome, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: total picks in the split. Note: this column is 0 for every player in this release."
picks_offense,handler_foul_pct_vs_over,Ball Handler - Foul Drawn % (vs Over),Outcome,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen where the player drew a foul, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: total picks in the split."
picks_offense,handler_block_pct_vs_over,Ball Handler - Blocked % (vs Over),Outcome,Ball Handler,Defensive coverage,vs Over,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen where the player's shot was blocked, restricted to picks where the on-ball defender goes over the top of the screen. Denominator: total picks in the split."
picks_offense,handler_fg2_pct_vs_under,Ball Handler - 2PT% (vs Under),Shooting,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Two-point field goal percentage on the player's own shots out of picks as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes under the screen. Denominator: score_2pt + miss_2pt."
picks_offense,handler_fg3_pct_vs_under,Ball Handler - 3PT% (vs Under),Shooting,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Three-point field goal percentage on the player's own shots out of picks as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes under the screen. Denominator: score_3pt + miss_3pt."
picks_offense,handler_shot_rate_2pt_vs_under,Ball Handler - 2PT Shot Rate (vs Under),Shooting,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Share of the player's shots out of picks as the ball handler using the on-ball screen that were two-pointers, restricted to picks where the on-ball defender goes under the screen. Denominator: shot_taken."
picks_offense,handler_shot_rate_3pt_vs_under,Ball Handler - 3PT Shot Rate (vs Under),Shooting,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Share of the player's shots out of picks as the ball handler using the on-ball screen that were three-pointers, restricted to picks where the on-ball defender goes under the screen. Denominator: shot_taken."
picks_offense,handler_successful_pick_pct_vs_under,Ball Handler - Successful Pick % (vs Under),Efficiency,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Share of classified picks as the ball handler using the on-ball screen that were successful, restricted to picks where the on-ball defender goes under the screen. Denominator: successful_pick + unsuccessful_pick, i.e. picks with a success flag only."
picks_offense,handler_unsuccessful_pick_pct_vs_under,Ball Handler - Unsuccessful Pick % (vs Under),Efficiency,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Share of classified picks as the ball handler using the on-ball screen that were unsuccessful, restricted to picks where the on-ball defender goes under the screen. Denominator: successful_pick + unsuccessful_pick."
picks_offense,handler_assist_opportunity_pct_vs_under,Ball Handler - Assist Opportunity % (vs Under),Playmaking,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen that produced an assist opportunity, restricted to picks where the on-ball defender goes under the screen. Denominator: total picks in the split."
picks_offense,handler_assist_2pt_pct_vs_under,Ball Handler - Assists to 2PT % (vs Under),Playmaking,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Assists leading to a two-pointer per pick as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes under the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_assist_3pt_pct_vs_under,Ball Handler - Assists to 3PT % (vs Under),Playmaking,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Assists leading to a three-pointer per pick as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes under the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_assist_to_screener_pct_vs_under,Ball Handler - Assists to Screener % (vs Under),Playmaking,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Assists delivered to the screener per pick as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes under the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_assist_to_other_pct_vs_under,Ball Handler - Assists to Others % (vs Under),Playmaking,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Assists delivered to a non-screener teammate per pick as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes under the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_pass_to_screener_pct_vs_under,Ball Handler - Passes to Screener % (vs Under),Playmaking,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Passes delivered to the screener per pick as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes under the screen. Denominator: total picks in the split, not total passes."
picks_offense,handler_pass_to_other_pct_vs_under,Ball Handler - Passes to Others % (vs Under),Playmaking,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Passes delivered to a non-screener teammate per pick as the ball handler using the on-ball screen, restricted to picks where the on-ball defender goes under the screen. Denominator: total picks in the split, not total passes."
picks_offense,handler_shot_taken_pct_vs_under,Ball Handler - Shot Rate (vs Under),Outcome,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen that ended with a shot by the player himself, restricted to picks where the on-ball defender goes under the screen. Denominator: total picks in the split."
picks_offense,handler_only_pass_pick_pct_vs_under,Ball Handler - Pass-Only Pick % (vs Under),Outcome,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen where the player only passed out of the action, restricted to picks where the on-ball defender goes under the screen. Denominator: total picks in the split."
picks_offense,handler_no_outcome_pick_pct_vs_under,Ball Handler - No-Outcome Pick % (vs Under),Outcome,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen with no direct outcome, restricted to picks where the on-ball defender goes under the screen. Denominator: total picks in the split. Note: this column is 0 for every player in this release."
picks_offense,handler_foul_pct_vs_under,Ball Handler - Foul Drawn % (vs Under),Outcome,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen where the player drew a foul, restricted to picks where the on-ball defender goes under the screen. Denominator: total picks in the split."
picks_offense,handler_block_pct_vs_under,Ball Handler - Blocked % (vs Under),Outcome,Ball Handler,Defensive coverage,vs Under,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen where the player's shot was blocked, restricted to picks where the on-ball defender goes under the screen. Denominator: total picks in the split."
picks_offense,handler_fg2_pct_vs_switch,Ball Handler - 2PT% (vs Switch),Shooting,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Two-point field goal percentage on the player's own shots out of picks as the ball handler using the on-ball screen, restricted to picks where the two defenders switch assignments on the screen. Denominator: score_2pt + miss_2pt."
picks_offense,handler_fg3_pct_vs_switch,Ball Handler - 3PT% (vs Switch),Shooting,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Three-point field goal percentage on the player's own shots out of picks as the ball handler using the on-ball screen, restricted to picks where the two defenders switch assignments on the screen. Denominator: score_3pt + miss_3pt."
picks_offense,handler_shot_rate_2pt_vs_switch,Ball Handler - 2PT Shot Rate (vs Switch),Shooting,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Share of the player's shots out of picks as the ball handler using the on-ball screen that were two-pointers, restricted to picks where the two defenders switch assignments on the screen. Denominator: shot_taken."
picks_offense,handler_shot_rate_3pt_vs_switch,Ball Handler - 3PT Shot Rate (vs Switch),Shooting,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Share of the player's shots out of picks as the ball handler using the on-ball screen that were three-pointers, restricted to picks where the two defenders switch assignments on the screen. Denominator: shot_taken."
picks_offense,handler_successful_pick_pct_vs_switch,Ball Handler - Successful Pick % (vs Switch),Efficiency,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Share of classified picks as the ball handler using the on-ball screen that were successful, restricted to picks where the two defenders switch assignments on the screen. Denominator: successful_pick + unsuccessful_pick, i.e. picks with a success flag only."
picks_offense,handler_unsuccessful_pick_pct_vs_switch,Ball Handler - Unsuccessful Pick % (vs Switch),Efficiency,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Share of classified picks as the ball handler using the on-ball screen that were unsuccessful, restricted to picks where the two defenders switch assignments on the screen. Denominator: successful_pick + unsuccessful_pick."
picks_offense,handler_assist_opportunity_pct_vs_switch,Ball Handler - Assist Opportunity % (vs Switch),Playmaking,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen that produced an assist opportunity, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split."
picks_offense,handler_assist_2pt_pct_vs_switch,Ball Handler - Assists to 2PT % (vs Switch),Playmaking,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Assists leading to a two-pointer per pick as the ball handler using the on-ball screen, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_assist_3pt_pct_vs_switch,Ball Handler - Assists to 3PT % (vs Switch),Playmaking,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Assists leading to a three-pointer per pick as the ball handler using the on-ball screen, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_assist_to_screener_pct_vs_switch,Ball Handler - Assists to Screener % (vs Switch),Playmaking,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Assists delivered to the screener per pick as the ball handler using the on-ball screen, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_assist_to_other_pct_vs_switch,Ball Handler - Assists to Others % (vs Switch),Playmaking,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Assists delivered to a non-screener teammate per pick as the ball handler using the on-ball screen, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_pass_to_screener_pct_vs_switch,Ball Handler - Passes to Screener % (vs Switch),Playmaking,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Passes delivered to the screener per pick as the ball handler using the on-ball screen, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split, not total passes."
picks_offense,handler_pass_to_other_pct_vs_switch,Ball Handler - Passes to Others % (vs Switch),Playmaking,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Passes delivered to a non-screener teammate per pick as the ball handler using the on-ball screen, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split, not total passes."
picks_offense,handler_shot_taken_pct_vs_switch,Ball Handler - Shot Rate (vs Switch),Outcome,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen that ended with a shot by the player himself, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split."
picks_offense,handler_only_pass_pick_pct_vs_switch,Ball Handler - Pass-Only Pick % (vs Switch),Outcome,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen where the player only passed out of the action, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split."
picks_offense,handler_no_outcome_pick_pct_vs_switch,Ball Handler - No-Outcome Pick % (vs Switch),Outcome,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen with no direct outcome, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split. Note: this column is 0 for every player in this release."
picks_offense,handler_foul_pct_vs_switch,Ball Handler - Foul Drawn % (vs Switch),Outcome,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen where the player drew a foul, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split."
picks_offense,handler_block_pct_vs_switch,Ball Handler - Blocked % (vs Switch),Outcome,Ball Handler,Defensive coverage,vs Switch,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen where the player's shot was blocked, restricted to picks where the two defenders switch assignments on the screen. Denominator: total picks in the split."
picks_offense,handler_fg2_pct_vs_ice,Ball Handler - 2PT% (vs Ice),Shooting,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Two-point field goal percentage on the player's own shots out of picks as the ball handler using the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: score_2pt + miss_2pt."
picks_offense,handler_fg3_pct_vs_ice,Ball Handler - 3PT% (vs Ice),Shooting,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Three-point field goal percentage on the player's own shots out of picks as the ball handler using the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: score_3pt + miss_3pt."
picks_offense,handler_shot_rate_2pt_vs_ice,Ball Handler - 2PT Shot Rate (vs Ice),Shooting,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Share of the player's shots out of picks as the ball handler using the on-ball screen that were two-pointers, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: shot_taken."
picks_offense,handler_shot_rate_3pt_vs_ice,Ball Handler - 3PT Shot Rate (vs Ice),Shooting,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Share of the player's shots out of picks as the ball handler using the on-ball screen that were three-pointers, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: shot_taken."
picks_offense,handler_successful_pick_pct_vs_ice,Ball Handler - Successful Pick % (vs Ice),Efficiency,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Share of classified picks as the ball handler using the on-ball screen that were successful, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: successful_pick + unsuccessful_pick, i.e. picks with a success flag only."
picks_offense,handler_unsuccessful_pick_pct_vs_ice,Ball Handler - Unsuccessful Pick % (vs Ice),Efficiency,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Share of classified picks as the ball handler using the on-ball screen that were unsuccessful, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: successful_pick + unsuccessful_pick."
picks_offense,handler_assist_opportunity_pct_vs_ice,Ball Handler - Assist Opportunity % (vs Ice),Playmaking,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen that produced an assist opportunity, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: total picks in the split."
picks_offense,handler_assist_2pt_pct_vs_ice,Ball Handler - Assists to 2PT % (vs Ice),Playmaking,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Assists leading to a two-pointer per pick as the ball handler using the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_assist_3pt_pct_vs_ice,Ball Handler - Assists to 3PT % (vs Ice),Playmaking,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Assists leading to a three-pointer per pick as the ball handler using the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_assist_to_screener_pct_vs_ice,Ball Handler - Assists to Screener % (vs Ice),Playmaking,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Assists delivered to the screener per pick as the ball handler using the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_assist_to_other_pct_vs_ice,Ball Handler - Assists to Others % (vs Ice),Playmaking,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Assists delivered to a non-screener teammate per pick as the ball handler using the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: total picks in the split, not total assists."
picks_offense,handler_pass_to_screener_pct_vs_ice,Ball Handler - Passes to Screener % (vs Ice),Playmaking,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Passes delivered to the screener per pick as the ball handler using the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: total picks in the split, not total passes."
picks_offense,handler_pass_to_other_pct_vs_ice,Ball Handler - Passes to Others % (vs Ice),Playmaking,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Passes delivered to a non-screener teammate per pick as the ball handler using the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: total picks in the split, not total passes."
picks_offense,handler_shot_taken_pct_vs_ice,Ball Handler - Shot Rate (vs Ice),Outcome,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen that ended with a shot by the player himself, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: total picks in the split."
picks_offense,handler_only_pass_pick_pct_vs_ice,Ball Handler - Pass-Only Pick % (vs Ice),Outcome,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen where the player only passed out of the action, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: total picks in the split."
picks_offense,handler_no_outcome_pick_pct_vs_ice,Ball Handler - No-Outcome Pick % (vs Ice),Outcome,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen with no direct outcome, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: total picks in the split. Note: this column is 0 for every player in this release."
picks_offense,handler_foul_pct_vs_ice,Ball Handler - Foul Drawn % (vs Ice),Outcome,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen where the player drew a foul, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: total picks in the split."
picks_offense,handler_block_pct_vs_ice,Ball Handler - Blocked % (vs Ice),Outcome,Ball Handler,Defensive coverage,vs Ice,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen where the player's shot was blocked, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Denominator: total picks in the split."
picks_offense,handler_fg2_pct_vs_blitz,Ball Handler - 2PT% (vs Blitz),Shooting,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Two-point field goal percentage on the player's own shots out of picks as the ball handler using the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: score_2pt + miss_2pt."
picks_offense,handler_fg3_pct_vs_blitz,Ball Handler - 3PT% (vs Blitz),Shooting,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Three-point field goal percentage on the player's own shots out of picks as the ball handler using the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: score_3pt + miss_3pt."
picks_offense,handler_shot_rate_2pt_vs_blitz,Ball Handler - 2PT Shot Rate (vs Blitz),Shooting,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Share of the player's shots out of picks as the ball handler using the on-ball screen that were two-pointers, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: shot_taken."
picks_offense,handler_shot_rate_3pt_vs_blitz,Ball Handler - 3PT Shot Rate (vs Blitz),Shooting,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Share of the player's shots out of picks as the ball handler using the on-ball screen that were three-pointers, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: shot_taken."
picks_offense,handler_successful_pick_pct_vs_blitz,Ball Handler - Successful Pick % (vs Blitz),Efficiency,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Share of classified picks as the ball handler using the on-ball screen that were successful, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: successful_pick + unsuccessful_pick, i.e. picks with a success flag only."
picks_offense,handler_unsuccessful_pick_pct_vs_blitz,Ball Handler - Unsuccessful Pick % (vs Blitz),Efficiency,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Share of classified picks as the ball handler using the on-ball screen that were unsuccessful, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: successful_pick + unsuccessful_pick."
picks_offense,handler_assist_opportunity_pct_vs_blitz,Ball Handler - Assist Opportunity % (vs Blitz),Playmaking,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen that produced an assist opportunity, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: total picks in the split."
picks_offense,handler_assist_2pt_pct_vs_blitz,Ball Handler - Assists to 2PT % (vs Blitz),Playmaking,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Assists leading to a two-pointer per pick as the ball handler using the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: total picks in the split, not total assists."
picks_offense,handler_assist_3pt_pct_vs_blitz,Ball Handler - Assists to 3PT % (vs Blitz),Playmaking,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Assists leading to a three-pointer per pick as the ball handler using the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: total picks in the split, not total assists."
picks_offense,handler_assist_to_screener_pct_vs_blitz,Ball Handler - Assists to Screener % (vs Blitz),Playmaking,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Assists delivered to the screener per pick as the ball handler using the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: total picks in the split, not total assists."
picks_offense,handler_assist_to_other_pct_vs_blitz,Ball Handler - Assists to Others % (vs Blitz),Playmaking,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Assists delivered to a non-screener teammate per pick as the ball handler using the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: total picks in the split, not total assists."
picks_offense,handler_pass_to_screener_pct_vs_blitz,Ball Handler - Passes to Screener % (vs Blitz),Playmaking,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Passes delivered to the screener per pick as the ball handler using the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: total picks in the split, not total passes."
picks_offense,handler_pass_to_other_pct_vs_blitz,Ball Handler - Passes to Others % (vs Blitz),Playmaking,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Passes delivered to a non-screener teammate per pick as the ball handler using the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: total picks in the split, not total passes."
picks_offense,handler_shot_taken_pct_vs_blitz,Ball Handler - Shot Rate (vs Blitz),Outcome,Ball Handler,Defensive coverage,vs Blitz,float,ratio 0-1,"Share of picks as the ball handler using the on-ball screen that ended with a shot by the player himself, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Denominator: total picks in the split."
